static_text,log_level
Kafka admin client initialized,debug
addPeerRecoveryRetentionLeaseForSolePrimary: adding lease [*],trace
"Sleep interrupted, {0}",warn
 No retries left.,error
Compiling: *    Code: *,debug
"primary shard [*] is not yet active, scheduling a retry: action [*], request [*], cluster state version [*]",trace
skipping ip filter rules for profile [*] since the profile is not bound to any addresses,warn
Errors occurred while closing the AsyncWaitOperator.,warn
$$$Empty Message$$$,info
Failed: *:*,debug
Ignoring abort request on state=' | ' for ,warn
Not starting: |  because we already have an abort notification.,debug
Exception writing to internal frame buffer,error
"insufficient space to compact all requested files. *MB required, *",warn
"Unable to delete * as it does not exist, see debug log file for stack trace",error
Cannot parse the template [*],error
$$$Empty Message$$$,warn
[*] data frame transform has stopped.,info
"(*) Failed to add * to index for key: *, value size was *, validator is *.",info
Not a directory *,error
no need to reschedule delayed reroute - currently scheduled delayed reroute in [*] is enough,trace
Unable to persist data on exit: ,error
$$$Empty Message$$$,info
Disconnect from * while trying to send request *. Going to back off and retry.,debug
Substitution failed. Skip substitution of variables of configuration final name (*).,info
 completed,info
*: request conflict while creating worker * for task * with spec *.,info
Shutting * down with application status *. Diagnostics *.,info
unable to update http proxy from configuration,error
LowReplication-Roller was enabled.,info
[*] Closing process,info
Could not initialize SIGAR library * ,info
Failed to write audit message,debug
Thread Finished,debug
* participates in no menus.,debug
Loaded * in *,info
 :  | Found decreasing SeqId. PreId= |  key= | ; edit=,error
Unable to insert element in the recvQueue ,error
Detaching transient conversation * via meta of page instance *,debug
unassignRegion specifier type: expected:  |  actual: ,warn
$$$Empty Message$$$,error
Can not check for compaction: ,error
Scanning META |  starting at row= |  stopping at row= |  for max= |  with caching=,debug
Number of threads is less than the number of regions; some regions will sit idle.,warn
[*] ES API CALL: index bucket to index [*] with ID [*],trace
Got exception closing connection :,warn
* has too many store files(*); delaying flush up to * ms,warn
Enabling encrypted CQL connections between client and server,info
"Connection lost, give up responding.",debug
OS X seatbelt initialization successful,debug
Value for  | :  | . All the files will be eligible for minor compaction.,warn
Worker terminated.,trace
Read mutation for *.*: *,trace
* Unhandled exception when committing: ,error
$$$Empty Message$$$,error
"Process batch for  |  in  |  from  |  failed, tries=",warn
"TaskExecutor * will be started with container size * MB, JVM heap size * MB, JVM direct memory limit * MB",debug
Registering state store * to its state manager,debug
Not pulling schema because versions match or shouldPullSchemaFrom returned false,debug
Exception writing to internal frame buffer,error
Authentication failed for session 0x*,error
The multi list size for removing hfile references in zk for node * is *,debug
release a worker * to split a WAL,debug
********************************,warn
"Truncation detected for partition * at offset * (the end offset from the broker is *), but no reset policy is set",warn
Stopping service threads,debug
Exception in run,error
Stopped FileOffsetBackingStore,info
Exception writing to internal frame buffer,error
=true so continuing. Renamed  |  as ,error
Location after /. and space transforms: *,debug
"Finished subprocedure pid=*, resume processing parent *",info
$$$Empty Message$$$,info
user.dir  =*,info
Cannot set field  |  to ,warn
"Can't close region *, was already closed during close()",warn
Reading mutation at *,trace
End of data exporting,debug
LogLevel: *=*,info
Not starting coprocessor  |  because not inactive (state= | ),warn
Carrying forward tag from  | : type  |  length ,trace
An exception occurred during the metrics setup.,warn
Error occurred while disconnecting from ZooKeeper server,error
Keystore's key * locked,info
Retriable error trying to clone snapshot= |  to table= |  state=,warn
Emitting full buffer from reader thread:  | .,debug
failed to close reader,warn
Error waiting for audit runner buffer stop,debug
Connector * target state change,info
Using class:'*' for exporter:'*',debug
Updated tableinfo=,info
$$$Empty Message$$$,warn
Ignore abort request on * because it does not support rollback,warn
"Can't connect after * retries, message: *",error
Please investigate WALTrailer usage. Trailer size > maximum configured size :  |  > ,warn
"Done scanning, limit of rows reached, moreRows:  |  scannerContext: ",trace
$$$Empty Message$$$,debug
"already installing something, waiting for install to complete",trace
An error occurred during stopping the WebMonitorRetrievalService,error
"timed out waiting for all nodes to process published state [*] (timeout [*], pending nodes: *)",warn
"Read/Write requests num exceeds quota: writes:* reads:* scan:*, try use region server quota",debug
$$$Empty Message$$$,info
Put a large record ( >10485760 into the sort buffer,debug
Destroying Keystore,info
*: failed to execute [*],trace
"# | , waiting for  |   actions to finish on table: ",info
$$$Empty Message$$$,warn
Couldn't find the leader with id = *,warn
Filtering  |  because no regions were reported,trace
Sending unthrottle event *,debug
"Exception while restoring * from alternative (*/*), will retry while more alternatives are available.",warn
"Error to get row lock for  | , cause: ",warn
$$$Empty Message$$$,warn
init() - pass,debug
[Stream #*] Sending keep-alive to *.,trace
Error details,debug
$$$Empty Message$$$,trace
Table * is not enabled,warn
Failed to apply mutation locally : *,error
Top* operator is using LRU caches key-size: *,info
$$$Empty Message$$$,info
unsupported operation,debug
Update type '*.*' to *,info
Kafka producer has been closed,debug
Could not execute split for ,info
Applying TIMER_FACTOR:* on timer:* for thread:*,debug
servicePrincipalName is '*',debug
TTransportException inside handler,error
Successfully wrote audit message,trace
Exception writing to internal frame buffer,error
"Free started because \ | \ |  of current used= | , actual cacheSize= | , total=",debug
Wrote:  |  bytes,debug
High update contention in */* partitions of * ,trace
Cannot parse result content,warn
": stopped, connections ",trace
Set hbase.ipc.server.callqueue.handler.factor default value 0.0f,warn
Setting sum result to -1 to indicate error,info
   Standard startup KAR implied from framework ( | ): ,info
HBase checksum verification failed for file  |  at offset  |  filesize  | . Retrying read with HDFS checksums turned on...,warn
stopping server  | ; all regions closed.,info
Unexpected SecurityException in Configuration,warn
Could not log the final application report.,info
"Configuration options credentials_update_interval_in_ms, credentials_validity_in_ms and credentials_cache_max_entries may not be applicable for the configured authenticator (*)",info
"hbase.status.published is true, but hbase.status.listener.class is not set - not listening status",warn
Upgrading * to *,info
The function 'unixtimestampof' is deprecated. Use the function 'toUnixTimestamp' instead.,warn
Start template processing,debug
"Got exception while trying to check existence in  ZooKeeper |  of the node:  | , retrying if timeout not reached",warn
Process-based HBase Cluster with  |  region servers up and running... \n\n,info
[*] ES API CALL: refresh index *,trace
: starting,debug
"Updating proposal: * (newleader), 0x* (newzxid), * (oldleader), 0x* (oldzxid)",debug
"Invalid value for *: *, using the default value of *5000",warn
Unable to parse the value as a map; reverting to string,debug
loaded [*] geo-IP database,debug
New memstoreSize from HeapMemoryTuner  |  is below min level  | . Resetting memstoreSize to min size,info
Error closing cache for input ,error
Can't override bundle in maven mode without explicit original URL. Switching to osgi mode.,warn
Stream task changelog partitions that have completed restoring so far: *,trace
Switch rpc throttle from * to *,info
